Text,Labels
ಲವ್ ಯೂ ಡಿ ಬಾಸ್,Not_offensive
Shrikanth  ಗೌರಮ್ಮ AB.,Not_offensive
Iddu charitre badalisuva avatara,Not_offensive
Dboss abhimani aagi nange gotthilla esht sala e song nodidhini antha yarellla jasthi nodidhira like madrappa pls,Not_offensive
Tiktokers present situation... nನೋಡುವವರು ಯಾರು ನಮ್ಮ ವೀಡಿಯೋನೂ,Offensive_Targeted_Insult_Group
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಕನ್ನಡದ ಬೆಲೆ ಕಟ್ಟಲಾಗದ ಮಾಣಿಕ್ಯ,Not_offensive
le gubad..... likes inda aden sigutto nimgella..... olle bhikshukara thara like maadi like maadi andkondu.....,Offensive_Untargetede
@TROLL MONSTER_KANNADA nandini anta balegarana fan iddane nodo aa sulemagnig baiyi tika urkondu hontara hadsimakllu 1 year 3 blockbuster DBoss,Offensive_Targeted_Insult_Individual
Gta 5 bro,not-Kannada
Bro nanu kichcha fan bro...,Not_offensive
Such a nice bro,not-Kannada
ಸೂಪರ್ ರಿ ಸರ್,Not_offensive
Rakshit sir on fire ...benki..ollede aythu ha dagar inta olle vekthi ge siglila,Not_offensive
Hoooo super guru nin voice bhal superrrr,Not_offensive
Music superrr addicted,not-Kannada
Bro Adhu Hage Alla Yenu ilde Ondhu life start madidre yenu ansolla yella iddu kalkondu hege life lead madidre Novvu agutte so adhunna artha madkoli aste bcz avr best life Nodi e life ge bandirtare n avrge Acting bittu bere barolla adru ivru drive madtidare so great alva,Not_offensive
ಶಂಕರ್ ಅಶ್ವಥ್ ರೊಂದಿಗೆ ಅತ್ಯಂತ ಸುಂದರವಾದ ಸಂದರ್ಶನ,Not_offensive
ಭಾರತ ಚಲನಚಿತ್ರ ದಲ್ಲಿ ಹೊಸ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸಲು ರೆಡಿ,Not_offensive
Super guru,Not_offensive
ಚಿತ್ರದಲ್ಲಿ ಏನೋ ಇದೆ,Not_offensive
ಸಾಂಗ್ ಚಿಂದಿ ಗುರು,Not_offensive
Holle kelsa ban agirodu🤣,Not_offensive
Song Yarige Ista Agede Lika Me,Not_offensive
Sir ennond sala re release madi  dabba nan maklu movie na teligram nalli online nalli bitre yar theater ge barthare sir first film industry navru yalru seri ban madsi film release agi 6 months yalli oragade sigbardhu avagaga nim kasta pattu madiro kelsakke prathipala sigutte   movie release agi next day ne mobile nalli bandre jana theater ge hogodilla soo sad,Offensive_Untargetede
Super video sir,not-Kannada
Super song 🥰🥰,not-Kannada
Karnataka ke bandu Kannada matadidna ane guru sullu avnu sooside madko bahudittu alvaa fake news,Offensive_Targeted_Insult_Individual
Super sir,not-Kannada
ನೀಜಾ ಅಣ್ಣಾ ಸೂಪರ್ 🤣🤣🤣🤣🤣🤣🤣🤣,Not_offensive
ನಮ್ಮ ಉರೀನ ಟ್ಯಾಲಂಟ,Not_offensive
@Wild Rex ಕಟ್ಟಬೇಕು bronಖಂಡಿತಾ ಕಟ್ಟುತ್ತೆ  bro,Not_offensive
Super song,Not_offensive
Illi Like madidhre chenagiro movie barallanDuud kottu encourage madi movie nodidre barathe,Not_offensive
Super song like please,not-Kannada
@ಕಿಚ್ಚನ ಹಾವಳಿ o reviews chennagiddru movie odlilla yakkapa other lamguagalli,Not_offensive
@Lalkrishna S  ಹೋಲಿತೀಯಾ,not-Kannada
NKN tiktok ban agbeku aste,Not_offensive
Super trailer,not-Kannada
Keli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi,Not_offensive
Namma janakke innu idara liric arta agilla.good music extraordinary liric.,Not_offensive
Super Sir songs kicchaa big boss fan,not-Kannada
Tukaram character yarige ista agide avru like madi,Not_offensive
Narayana. Character. Yariga  istha. Illi. Like. Madi,Not_offensive
ಕೊಳ್ಳುತ್ತಿರುವ ಕೊಬ್ಬರಿ ಮಿಥೈ ಮುಖದವಳು nnಚೆನ್ನಾಗಿ ಬೈತೀರಾ ಸರ್,Not_offensive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
Nange picture ka geet,not-Kannada
Mutturaj Melageri ಸೂಪರ್,Not_offensive
Yen song guru Superb,Not_offensive
ಎರಡನೆ ಬಾಗ ಅಪ್ಲೋಡ್ ಮಾಡಿ,Not_offensive
Super bro,not-Kannada
Ade old same story,Offensive_Targeted_Insult_Group
@Supriya Manogna nnHaaaaaaa,not-Kannada
Super anna bindass agi mathadiddira inshatu makake ugudru kelavar adaralli erthivi navu anthare antha mental people na mental hospital ge akbeku,Offensive_Targeted_Insult_Group
ossam..slow poison kanro,Not_offensive
ನೀವು ಹೇಳಿದ ಕಥೆ ಚನ್ನಾಗಿಯೇ ಇದೆ ಆದ್ರೆ ಅಶ್ವತ್ತಾಮ ಬದುಕಿರೋದು ಸುಳ್ಳು,Offensive_Targeted_Insult_Group
bro ನಿನ ಹತ್ರ ಏನಾದರೂ idea idre ಹೇಳಬಹುದು alva ?,Not_offensive
Super kannada story togari tippa,not-Kannada
Badekilla Pradeep voice,not-Kannada
We need Hindi,not-Kannada
Why is Voice still like teenage ?,not-Kannada
Well said sir,not-Kannada
Liked it !! Thanks god no drinking songs anymore in kannada,not-Kannada
diya best movie in kannada. what a acting superb <3,not-Kannada
ಗುರು ನಿನ್ನ ಪಾದ ಝೆರಾಕ್ಸ್ ಮಾಡಿ ಕೊಟ್ಟ ಬಿಡಪ್ಪ,Not_offensive
Dislike madiroru pakka Rashmikha Kadeyavare,Offensive_Targeted_Insult_Group
havdhu Nama manegu bandhidha .asshvathama,Not_offensive
Sir eega navu uthpadane madidanna vedeshakee yavareeti procedure mulaka kalstatee.yavdee lancha eladee.,Not_offensive
Pap pabap pap pabapabapap!nTin ti din tin tiditididinnRead in a flownnADDITCTED,not-Kannada
Supper anna,Not_offensive
Nivu climax nodilla adakke nimge ishta agilla,Offensive_Targeted_Insult_Individual
@vyv v even Producer for KP,Not_offensive
Super... I'm so happy...,not-Kannada
KAMALAKAR SALUNKE utjtkitNutkgntnnNugkuyu,not-Kannada
Super bro,not-Kannada
@AJITH S SHETTY yak uribeku.,Offensive_Untargetede
Chinddi hagi madidiya guru,Not_offensive
100 times correct,not-Kannada
14 million views,not-Kannada
KICHCHA BOSS FANS,not-Kannada
ಅಶ್ವತ್ಥಾಮ ಚಿರಂಜೀವಿ ಶಾಪ ವಿಮೋಚನೆಗಾಗಿ ಶಿವನ ಪೂಜೆ ಸಲ್ಲಿಸುತ್ತಿದ್ದಾರೆ ಒಂದು ಬಾರಿ ಉಡುಪಿಗೆ ಮಧ್ಯರಾತ್ರಿ ಬಂದಿರುವುದು  ಖಚಿತವಾಗಿದೆ ಟೀವಿ 9 ಕನ್ನಡದಲ್ಲಿ ಈ ವಿಷಯ ಪ್ರಸಾರವಾಗಿದೆ,Not_offensive
Super movie 🤩,Not_offensive
Prajakeeyada bagge videos madi please,Not_offensive
avarige belesidorna thuliyodhu gottilla anda star patta bandamele friends na mariyodhu gottilla,Not_offensive
ಮೊಬೈಲ್ ಅಲ್ಲಿ ಮೂವೀ ನ ಬಿಟ್ಟಿದ್ದಾರೆ ಥಿಯೇಟರ್ ಗೆ ಯಾರ್ ಬರ್ತಾರೆ. ನಾನ್ ಮೊಬೈಲ್ ಅಲ್ಲೇ 2 ಟೈಮ್ ನೋಡ್ದೆ,Offensive_Untargetede
@Mahantesh Goudar ಮೊದಲು ಕನ್ನಡವನ್ನು ಸರಿಯಾಗಿ ಟೈಪ್ ಮಾಡುವುದನ್ನು ಕಲಿರಿ ಆಮೇಲೆ ಧರ್ಮದ ಉಪದೇಶ ಮಾಡಿ plzzzzzz,Offensive_Targeted_Insult_Individual
Prajwal Devaraj sir,not-Kannada
Mass video music link send,not-Kannada
Super creation bro .  Adru nim voice sppppprrrrrr.....,Not_offensive
Sar Nim Len nodida mele Nim nija madthbeku SAR plz call Madi,Not_offensive
ಗುರು ಏನ್ editing,Not_offensive
Namma devaru nimma devaru anta andkollodu samanyane.,Not_offensive
@Nandi Parthasarathi kurishetra alla adu kurukshetra 🤣,Offensive_Targeted_Insult_Individual
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
Pride of Karnataka & Kannada,not-Kannada
Trailer Andre Eg Erbeku...,Not_offensive
Nemma anna antha barthane nodu avana hodibeku guru first Gubal Nan maga,Not_offensive
ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಫ್ರಮ್ ಡಿಬಾಸ್ ಫ್ಯಾನ್,Not_offensive
ಗೆಳೆಯ ಚಿತ್ರದಲ್ಲಿ ಕಿಶೋರ್ ಜೊತೆಗಾರರಿಗೆ ಹೇಳುವ ಒಂದು ಡೈಲಾಗ್ ಇದೆ...ಹುಡುಗ ಬೇಕಾಗ್ತಾನೆ ಇಟ್ಕೊಳ್ರೋ...!n    Dynamic Prince is Back with Damn Look.,Not_offensive
@G D yatheesh good job BRO,not-Kannada
Nim ge esta agiddare like.Comments.madi,Not_offensive
Avanu allla bro avaru annabeku,Offensive_Untargetede
ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ ಶೆಟ್ರು,Not_offensive
@Lavanya gowda Tan Q Sister,not-Kannada
Super song lovely,Not_offensive
Prajwal look is different,Not_offensive
Yes re release madbeku,Not_offensive
ಏನ್ ....... ಪಾ ಅವರ್ನ್,Offensive_Targeted_Insult_Individual
@d boss mania Bhrame nalli baduktidiya chinna nnModlu darshan ye boss ge bucket hidadu beladirodu adunna taleli itko nnDarshan antha 100 jana na industry boss belsavrennavryako innobban ge bucket hiditare bucket nan magne,Offensive_Untargetede
ಆ ನೂರ ಕೋಟಿ ಭಾರತಕ್ಕೆ ಅಲ್ಲ ಇಡಿ ವಿಶ್ವಕ್ಕೆ,Not_offensive
​​​​​ ​​ ​​​​​​nnKeli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi,Not_offensive
I am waiting bahi,not-Kannada
ನಿನ್ನೆ ಅಷ್ಟೆ movie ನೋಡಿದೆ.movie,Not_offensive
ನನಗೆ ತುಂಬಾ ಇಷ್ಟವಾದ ಚಿತ್ರ ದಿಯ,Not_offensive
@Ŕävîñđŕå_02_GøWđřú super bro,Not_offensive
Heart touching comment nnE kelsa aagbeku !!,Not_offensive
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,Not_offensive
ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ all the best,Not_offensive
D'Boss fan kade inda full support bro....,Not_offensive
@Aiswarya Soundarya HI mem vge,not-Kannada
simple star fans adoru like madi,Not_offensive
Fuck tik tokrs,Offensive_Targeted_Insult_Group
Steps r just lit,not-Kannada
ಹಳೆಯ ನೆನಪು...ತೋಗರಿ ತಿಪ್ಪ,Not_offensive
Super  song,Not_offensive
Very true bro,not-Kannada
Nimge edu funny ansutha,Offensive_Targeted_Insult_Individual
Creatagi ethu bro,Not_offensive
@Nandi Parthasarathi ನೀನು ನಂಗ್ ಏನಾದ್ರು ಹುಟ್ಟಿದ್ಯ,Offensive_Targeted_Insult_Individual
Superb song n video,Not_offensive
@Nandi Parthasarathi ninamman shata kilaka helde baa antha gandu,Offensive_Targeted_Insult_Individual
@Nandi Parthasarathi ನಿನ್ ತುಲ್ಲಿಗೆ,Offensive_Targeted_Insult_Individual
Super  songs,not-Kannada
Ayyoo.  Teligram nalli 10 ralli 9 jana nodidaare..n Matte naanu 12 saari nodidini ..what a movie ya... Mother sentiment,Not_offensive
ಅವನು ಚಿರಂಜೀವಿ ಅದಕ್ಕೊಸ್ಕರ ಸಾಯದೆ  ದೇಶವನ್ನು ಸುತ್ತಾಡುತ್ತಾ ಇರ್ತಾರೆ,Not_offensive
Tik Tok Ban Madrappa India Dalli,Not_offensive
Lots love from kannadigas 🤗,Not_offensive
E song ero range ge 3to.5 millone agbekittu,Not_offensive
Super song,Not_offensive
Matte yake hakidira,Not_offensive
ಹಾಡು ಯಾಕೋ  ವಿಚಿತ್ರವಾಗಿ ಹುಚ್ಚೆಬಿಸಿದೆ   ಎನ್ನುವವರು  ಲೈಕ್ ಮಾಡಿ,Not_offensive
Super bro. Im happy,not-Kannada
Super song Vijay Prakash,Not_offensive
Pls yestto jana nodlila film ...innome reles maadi ....naan antu bigg fan of dia,Not_offensive
Movie Nodi Hands up....  Madi 🤗,Not_offensive
Anjali Devi   b  avinash  achari,not-Kannada
Dinkchaak haadugalanna keli besottogiro kannada janatege adhbhuta rasadoutana koduva different haadu....... Ravichandran avra aa haadugala habba nenapayitu..... Blockbuster ASN,Not_offensive
@Nikistark x dia is kannada movie man mind ur comment,not-Kannada
Yakri janagalna dari tapso kelsa madtira,Offensive_Targeted_Insult_Group
Howdu brother nanu tv nalli nodidde evru elidnella avru elidru,Not_offensive
Superb song..superb making love you Rakshith sir..,Not_offensive
Hands up,not-Kannada
togari tippa is amazing,not-Kannada
ಮಸ್ತ್ ಇದೆ ಗುರೂ,Not_offensive
Super movie sir,not-Kannada
Kera togondu odebeku nana magana,Offensive_Targeted_Insult_Individual
Always unique... great,not-Kannada
ನಿಜವಾದ ಪ್ಯಾನ್ ಇಂಡಿಯನ್ ಚಲನಚಿತ್ರ ಈ ದಿಯಾ. ಅತ್ಯದ್ಭುತ ಚಿತ್ರ  ಗುರು,Not_offensive
Yava game idu,Not_offensive
Idu talent ..,Not_offensive
ASHWATH SIR ACTING,not-Kannada
Super Anna nija anna,Not_offensive
ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮೂಡಿಬಂದಿದೆ ಶುಭವಾಗಲಿ ಪ್ರಜ್ವಲ್ ಭಾಯ್....ಡಿ ಬಾಸ್ ಭಕ್ತ...,Not_offensive
En guru ning isht like,Not_offensive
Yar guru ninu.....super,Not_offensive
Madolla because promotion asten madilla making kgf ginta dull ede,Not_offensive
Yen super song guru..20 times kelde innu kelbeku anstide..BGM super,Not_offensive
Hindi Hindi Hindi hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi,not-Kannada
34 m v,not-Kannada
Guru Deshpande sir you are just amazing,not-Kannada
ಇದನ್ನೂ ಕೂಡ ಡಿಸ್ಲೈಕ್  ಮಾಡ್ತಿರಲ್ಲರೊ ಏನ್ರೊ ಎಲ್ಲಿಂದ ಬರ್ತೀರೊ ನೀವೆಲ್ಲಾ,Offensive_Targeted_Insult_Group
Somegowda Somanna Thank you,Not_offensive
I like u aadhi,not-Kannada
ಸ್ಪಷ್ಟವಾದ  ಕನ್ನಡ,Not_offensive
Love you sir,not-Kannada
King is back,not-Kannada
Guru yava game edu,Not_offensive
@Shwetha Gowda hi goodmorning,not-Kannada
Barbeaku hogbeku aste  nav ತು೦ಬಾ ಹೀರೋ s ನೋಡಿ sakhgidhe ok good luck,Not_offensive
ಯಾದಗಿರಿ ಜಿಲ್ಲಾ ಶಾಪುರ್ ತಾಲ್ಲೂಕು ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು   ಕಡೆಯಿಂದ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಮೂವಿ ಜೆಂಟಲ್ಮ್ಯಾನ್ all theಬೆಸ್ಟ್ ಸೂಪರ್ ಟ್ರೈಲರ್,Not_offensive
Super togari tippa,not-Kannada
I'm speechless,Not_offensive
Bere movie Trailer nodi,Not_offensive
ಸು0ದರವಾದ ಬದುಕು ನಿಮ್ಮಿoದ ಕಲಿಬೇಕು 🤷‍,Not_offensive
I feel jasti bitta kottri... Bari  lyrical video sakagittu,Offensive_Targeted_Insult_Group
Edu edu kannada industry... Olle kalavidrige,Not_offensive
@Raja Vishnuvardhana Agreed,not-Kannada
I like your comments,Not_offensive
Sir nanu driver kelsa madidininNevu acting maddanta Amar Akbar Antony cinema dallinReally great sir Nevu nanu tumba adrustavanta nimjote edadu,Not_offensive
Super creative kannadiga,Not_offensive
Rj naagraj naan bigg fan...neeu prathvi aadru naan nim Rj fan ...aadi age kushi aitu noodi ...film exlnt ee year supr move ...heroin sa acting exlnt . . whole team ....suprb,Not_offensive
@Mr goodboy Swami,not-Kannada
Super Junior narayana,Not_offensive
Super sir baigla sir,Not_offensive
Anirud superb yar....wat a thinking man .....,Not_offensive
@Ŕävîñđŕå_02_GøWđřú ನೀ ತುಲ್ಯ,Offensive_Targeted_Insult_Individual
Nanu tik tok use madutha ela bro .jai Indian army,Not_offensive
ಈಗಿನ ಕಾಲದ ಸ್ವಾಭಿಮಾನಿ ಮನುಷ್ಯ Hand's up sir,Not_offensive
Continue 8 sali kelide song bejare aglilla chindi song and music,Not_offensive
Keli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi,Not_offensive
Sakkat  matu,Not_offensive
Hands up! Naaney sriman Narayanan! Just felt like saying I am Bond,Not_offensive
devare devare devare devare shivane tandheye appane nivu super super duper mind blowing hero forever forever,Not_offensive
Super song Anna,Not_offensive
Super Kati sir keli bala Varsha agittu namaskar shambhu sir,Not_offensive
@#win 12 yello yaavdo beedhi soolege huttironu neenu ansutthe....adakke nin hesru haakolde yavdo no. haakondidya.... leay child chapati nin no. ond kodu saaku nin dove na nin munde ne keaytini...... asht saaku nange....,Offensive_Targeted_Insult_Individual
ಕ್ಲೈಮಾಕ್ಸ್ ಚೇಂಜ್ ಮಾಡಿ ರೀ ರಿಲೀಸ್ ಮಾಡಿ ಚಿತ್ರ ಸುಪರ್ ಹಿಟ್ ಆಗುತ್ತೆ ಗ್ಯಾರೆಂಟಿ,Not_offensive
kiran kumar same here,not-Kannada
Houdu nNam janakke buddi illa,Not_offensive
Super Duper.. Song,not-Kannada
@TROLL MONSTER_KANNADA guru Bari mathadak aste yav sule makligu munde bandu mathadastu dhum Ella BOSS always King,Offensive_Targeted_Insult_Individual
Nangu gottu.. yarigu helbeda,Not_offensive
Yaru tension agbede yakandre dislike madiravru mindrika kadeyavru🤣,Offensive_Targeted_Insult_Group
So 374 jana rashmika fans music video nodidare illi ವರಗೆ.,Not_offensive
Charetra hustsodu avatara,Not_offensive
Kannada industry dodd actors ge tagolri film ge bere industry yavarna jasti dudd kott karkond bartira. ellargu shame annsalva ede muttkond heli entavar est Jana idaare,Not_offensive
Lo Anna ninu nijvada hero kanocorrect agi helde,Not_offensive
Eppa all fake,Offensive_Untargetede
Super song guru,Not_offensive
@Kiccha Vitthal ಏನ್ಲ ಬಳೆಗಾರ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ಸ್,Offensive_Targeted_Insult_Individual
I love soga,not-Kannada
Diy supar movise,Not_offensive
E game yavadu bro,Not_offensive
E film nodi yaraige Shankaranag Avaru Nenapu Agidre Like madi....... nNanganthu Rakshith Ne Namma Next Shakarnag Ansittu,Not_offensive
Hands up anta kottaddu yella language li onde title irli anta...yar opputtiri  illi like madi...,Not_offensive
Look like a shankarnag,Not_offensive
ಸರ್ ನಿಮ್ಮ ಸ್ವಾಭಿಮಾನ ನಮ್ಮ ಅಂತಾ ಎಷ್ಟೋ ಜನಕ್ಕೆ ಸ್ಫೂರ್ತಿ ಸರ್.... ನಿಜವಾಗ್ಲೂ ನೀವು ಗ್ರೇಟ್ ಸರ್..... ನಿಮಗೆ ಸೋಲು ಅನ್ನೋದೇ ಇಲ್ಲಾ ಸರ್ ಯಾಕಂದ್ರೆ ನೀವು ಜೀವನದಲ್ಲಿ ಗೆದ್ದು ಸೋತವರು ಅಲ್ಲಾ ಸರ್.... ಸೋತು ಗೆದ್ದುವರು,Not_offensive
super aagide trailer.. 6th film nododu pakka,Not_offensive
V P super voice,not-Kannada
@Nikistark x,not-Kannada
4.19 ....SRK Pose,not-Kannada
Super togari tippa,not-Kannada
its miss guide,not-Kannada
Make available on Spotify alsi,not-Kannada
Hands up,Not_offensive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Offensive_Untargetede
Wow wow wow wow wow..Lovely guru,Not_offensive
yes I am,not-Kannada
Kannada promotion beda.. Kannadigaru nimmana gellistare,Not_offensive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
After #marakkar trailer,not-Kannada
Drivergalu yavttidru king  proud of my job,not-Kannada
Thank  you  sir,not-Kannada
ಈ ಒಂದ್ ಸಾಂಗ್ ಸಾಕು ಬುಡು ಗರು ನೀನ್ ಗೆದ್ದೆ jai @rakshith shetty,Not_offensive
@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ಹಾಲ್ ಕೊಡೆ,Offensive_Targeted_Insult_Individual
Super duper..Film    Bust of luck... Prajval Devaraja..... Darling..   Days..,Not_offensive
ಯೇ ಇವ್ರೇನೋ ಮಾಡ್ತಾರ್ ಕಣ್ರಪಡಬ್ಬಾ ಮೂವಿ ಮಾಡಿ ಮಾತುಮಾತಿಗೂ ನಮ್ ಮೂವಿ different different ಅನ್ನೋರ್ಗೆ ಈ ಮೂವಿ ನೋಡಿ ಜ್ಞಾನೋದಯ ಆಗ್ಬೇಕು...ಇದು ಗೆಲ್ಲುತ್ತೋ ಇಲ್ವೋ ಗೊತ್ತಿಲ್ಲ but ಇತಿಹಾಸ ಬರೆಯೋದು guarantee,Not_offensive
ಇಂತಹ ಅದ್ಭುತ ಸಿನಿಮಾಯಳು ಮತ್ತು ಹಾಡುಗಳು ಕನ್ನಡದಲ್ಲಿ ಹೆಚ್ಚು ಹೆಚ್ಚು ಬರಲಿ  ಎಂದು ಎಲ್ಲರೂ ಹಾರೈಸೊಣ,Not_offensive
Bro ee devru yallru india davre na athava India bittu ogallva,Offensive_Targeted_Insult_Other
Guru China rajakiya vyavaste bagge video madi,Not_offensive
Awsm song n🤩,not-Kannada
Super super D Boss,not-Kannada
ಅತ್ಯುತ್ತಮ ಪ್ರಯತ್ನ ಶುಭವಾಗಲಿ,Not_offensive
@shashikiran shetty BPL card irovru. Avrge ration kodlebeku nEducation alli free kottu support madbeku. Yestond jana rank togondirtare adre avrge dudiralla education madoke avrge free irbeku nnReservation poor people ge yak handre avru sariyagi study madoke hagiralla dudui tirtare jotege hodbeku nnDud irovru  hodtare,Not_offensive
Awesome movie.......frm kolkata,not-Kannada
Pakka super hit,not-Kannada
Hands up e songige,Not_offensive
Sir.. 5paisa.com adara bagge video madi... Open madodhu hege and close madodhu hege antha... Plz sir,Not_offensive
ಯೂಟ್ಯೂಬ್ನಲ್ಲಿ ದಿನನಿತ್ಯ ತುಂಬಾ ವಿಡಿಯೋಗಳು  ನೋಡಿದ್ದೆ  ಆದರೆ ನನಗೆ ತುಂಬಾ ಇಷ್ಟವಾದ ವಿಡಿಯೋ ಇದು. ತುಂಬಾ ಅದ್ಭುತವಾದ ಮಾತುಗಳು ಸರ್ ಆ ದೇವರು ನಿಮಗೆ ಇನ್ನೂ ಆಯಸ್ಸು ಆರೋಗ್ಯ ಹೆಚ್ಚು ಕೊಡಲಿ ಎಂದು ಪ್ರಾರ್ಥಿಸುತ್ತೇವೆ. ನಿಮ್ಮ ನಿಷ್ಕಲ್ಮಶವಾದ ಮನಸ್ಸು ನು ಯಾವತ್ತಿಗೂ ಆ ದೇವರು ಕೈ ಬಿಡುವುದಿಲ್ಲ ನಿಮಗೂ ನಿಮ್ಮ ಕುಟುಂಬದವರಿಗೂ ದಸರಾ ಹಾಗೂ ದೀಪಾವಳಿ ಹಬ್ಬದ ಶುಭಾಶಯಗಳು.... ಹಾಗೂ ಈ ವಿಡಿಯೋ ಮಾಡಿದ ಮಾಧ್ಯಮದವರಿಗೂ ದನ್ಯವಾದಗಳು,Not_offensive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
Olledu ond pan India movie madro sumne yak eneno madkondu...,Offensive_Targeted_Insult_Group
@TROLL MONSTER_KANNADA sak nilsu guru nim amma dagar anta oorgella gottu adunna ee tara helada,Offensive_Targeted_Insult_Individual
@Manju Sonu ಸೂಪರ್ ಕಮೆಂಟ್ ಕಣ್ಲಾ.... ನಿನ್ commentನ ಆ Italy Ravindra Lowda ಹತ್ ಸಲ ಓದಿದ್ರೂ ಅರ್ಥ ಮಾಡ್ಕೊಳ್ಳೋಕ್ ಆಗಲ್ಲ....,Offensive_Targeted_Insult_Individual
ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ASN,Not_offensive
Compare madebda yella nam avre.. Talent irodakke beldirodu,Not_offensive
ಸೂಪರ್ ಫಿಲ್ಮ್...ಇನ್ನು ಎನು ಹೇಳೊಕಾಗಲ್ಲ...,Not_offensive
ತುಂಬಾ ಹೊಸ ಹಾಗೂ ರಚನಾತ್ಮಕ ಹಾಡು.,Not_offensive
@Nandi Parthasarathi ಡಗಾರ್ ಸೂಳೆ ನಿನ್ ತುಲ್ಲಗೆ ಬಕಾರ್ಡಿ ಬಿಯರ್ ತುರ್ಕಾ,Offensive_Targeted_Insult_Individual
Only Kannada no English,Not_offensive
Hands up kannada Na thu ninna,Offensive_Targeted_Insult_Individual
Hands up Eddu charitra srustiso avatar a,Not_offensive
Ban maadirodakke tumba thanks matte ee tara aap barde irali,Not_offensive
Creative kannadiga super neevu..,Not_offensive
Sharanappa Hosur ঐযয,not-Kannada
I like it,not-Kannada
Ban tik tok,Offensive_Untargetede
Nan tik tok account ne delete madi uninstall madidhini bro..,Not_offensive
Super danger #1,not-Kannada
Super sogs guru,Not_offensive
Share link maximum,not-Kannada
Odeya blockbuster,not-Kannada
One time ge songe artha agolla. . Pakka bt kelbeku ennond sari ansatte. . .,not-Kannada
Nkana nava gothala issur hudugaru,Not_offensive
@Anil A hu niamman kalskodu keydu kolve baavi madi kalsthini olike eldu snana madkollivanthe thuldeepannan pans for a reason caste dogs 🤣,Offensive_Targeted_Insult_Individual
En music guru,Not_offensive
Ee Tara hosa prayatna namge,Not_offensive
Spr bro...,not-Kannada
Exelent music &dance,Offensive_Targeted_Insult_Other
Anna nenu super super Anna,Not_offensive
ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಸಾರ್,Not_offensive
Super dance,not-Kannada
Ha sir..kanada movie nam janane  nodthaila,Offensive_Targeted_Insult_Other
idu charitre srushtiso AVATAARA,Not_offensive
@Siddesh Kumar thankyou sir,not-Kannada
Jaa Dhinchak Pooja ki songs dekh Bollywoodiya,Offensive_Targeted_Insult_Other
Vaidyo narayano Hari,not-Kannada
